cnae,denominacao,risco,regra_atualizacao,codigo_louos,denominacao_louos,enquadramento_texto,enquadramento1,ate_m2_1,enquadramento2,ate_m2_2,enquadramento3,acima_m2,codigo_tll,especificacao_tll,classificacao
3314-7/22,Manutenção e reparação de máquinas e aparelhos para a indústria do plástico,MÉDIO RISCO,Regra 5,07.09.12,"Serviços de manutenção e reparação de artigos esportivos e recreativos, de máquinas, aparelhos e equipamentos em geral, inclusive elevadores",nR2-09 (Qualquer área),nR2-09,Q,-,Q,-,,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",VALIDAÇÃO
3314-7/22,Manutenção e reparação de máquinas e aparelhos para a indústria do plástico,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3314-7/99,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,MÉDIO RISCO,Regra 5,07.09.12,"Serviços de manutenção e reparação de artigos esportivos e recreativos, de máquinas, aparelhos e equipamentos em geral, inclusive elevadores",nR2-09 (Qualquer área),nR2-09,Q,-,Q,-,,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",VALIDAÇÃO
3314-7/99,Manutenção e reparação de outras máquinas e equipamentos para usos industriais não especificados anteriormente,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3315-5/00,Manutenção e reparação de veículos ferroviários,MÉDIO RISCO,Regra 5,07.09.17,"Outros serviços técnicos de confecção, manutenção e reparação não classificados",nR1-09 (Até 350) ; nR2-09 (Acima de 350),nR1-09,"350,00",nR2-09,"350,01",,,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",VALIDAÇÃO
3315-5/00,Manutenção e reparação de veículos ferroviários,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3316-3/01,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",MÉDIO RISCO,Regra 5,07.09.17,"Outros serviços técnicos de confecção, manutenção e reparação não classificados",nR1-09 (Até 350) ; nR2-09 (Acima de 350),nR1-09,"350,00",nR2-09,"350,01",,,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",VALIDAÇÃO
3316-3/01,"Manutenção e reparação de aeronaves, exceto a manutenção na pista",BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3316-3/02,Manutenção de aeronaves na pista,MÉDIO RISCO,Regra 5,07.09.17,"Outros serviços técnicos de confecção, manutenção e reparação não classificados",nR1-09 (Até 350) ; nR2-09 (Acima de 350),nR1-09,"350,00",nR2-09,"350,01",-,-,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",VALIDAÇÃO
3316-3/02,Manutenção de aeronaves na pista,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3317-1/01,Manutenção e reparação de embarcações e estruturas flutuantes,MÉDIO RISCO,Regra 5,07.09.17,"Outros serviços técnicos de confecção, manutenção e reparação não classificados",nR1-09 (Até 350) ; nR2-09 (Acima de 350),nR1-09,"350,00",nR2-09,"350,01",-,-,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",VALIDAÇÃO
3317-1/01,Manutenção e reparação de embarcações e estruturas flutuantes,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3317-1/02,Manutenção e reparação de embarcações para esporte e lazer,MÉDIO RISCO,Regra 5,07.09.17,"Outros serviços técnicos de confecção, manutenção e reparação não classificados",nR1-09 (Até 350) ; nR2-09 (Acima de 350),nR1-09,"350,00",nR2-09,"350,01",-,-,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",VALIDAÇÃO
3317-1/02,Manutenção e reparação de embarcações para esporte e lazer,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3319-8/00,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,MÉDIO RISCO,Regra 5,07.09.17,"Outros serviços técnicos de confecção, manutenção e reparação não classificados",nR1-09 (Até 350) ; nR2-09 (Acima de 350),nR1-09,"350,00",nR2-09,"350,01",-,-,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",VALIDAÇÃO
3319-8/00,Manutenção e reparação de equipamentos e produtos não especificados anteriormente,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3321-0/00,Instalação de máquinas e equipamentos industriais,MÉDIO RISCO,Regra 5,07.09.12,"Serviços de manutenção e reparação de artigos esportivos e recreativos, de máquinas, aparelhos e equipamentos em geral, inclusive elevadores",nR2-09 (Qualquer área),nR2-09,Q,-,Q,-,-,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",VALIDAÇÃO
3321-0/00,Instalação de máquinas e equipamentos industriais,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3329-5/01,Serviços de montagem de móveis de qualquer material,BAIXO RISCO,Regra 4,07.09.08,"Cantaria, marmoaria, carpintaria, marcenaria, vidraçaria e serraria",nR2-09 (Qualquer área),nR2-09,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
3329-5/01,Serviços de montagem de móveis de qualquer material,BAIXO RISCO,Regra 4,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3329-5/99,Instalação de outros equipamentos não especificados anteriormente,MÉDIO RISCO,Regra 5,07.09.17,"Outros serviços técnicos de confecção, manutenção e reparação não classificados",nR1-09 (Até 350) ; nR2-09 (Acima de 350),nR1-09,"350,00",nR2-09,"350,01",-,-,1.12,"Estabelecimentos de Instalação, Reparos e Manutenção de Máquinas, Motores e Aparelhos e Equipamentos",VALIDAÇÃO
3329-5/99,Instalação de outros equipamentos não especificados anteriormente,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3511-5/01,Geração de energia elétrica,A SER DEFINIDO PELA CNLU,Regra 1,08.01.01,Estações e subestações reguladoras de energia elétrica,nR4-01,nR4-01,Q,-,Q,-,-,6.00,Estabelecimentos não classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3511-5/01,Geração de energia elétrica,A SER DEFINIDO PELA CNLU,Regra 1,08.01.02,Usinas hidrelétricas,nR4-01,nR4-01,Q,-,Q,-,-,6.00,Estabelecimentos não classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3511-5/01,Geração de energia elétrica,A SER DEFINIDO PELA CNLU,Regra 1,08.01.03,Usinas termoelétricas,nR4-01,nR4-01,Q,-,Q,-,-,6.00,Estabelecimentos não classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3511-5/01,Geração de energia elétrica,A SER DEFINIDO PELA CNLU,Regra 1,08.01.04,Usinas eólicas,nR4-01,nR4-01,Q,-,Q,-,-,6.00,Estabelecimentos não classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3511-5/01,Geração de energia elétrica,A SER DEFINIDO PELA CNLU,Regra 1,08.01.05,Usinas fotovoltaicas,nR4-01,nR4-01,Q,-,Q,-,-,6.00,Estabelecimentos não classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3511-5/01,Geração de energia elétrica,A SER DEFINIDO PELA CNLU,Regra 1,08.01.06,Usinas de biomassa,nR4-01,nR4-01,Q,-,Q,-,-,6.00,Estabelecimentos não classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3511-5/01,Geração de energia elétrica,A SER DEFINIDO PELA CNLU,Regra 1,08.01.07,Usinas elevatórias,nR4-01,nR4-01,Q,-,Q,-,-,6.00,Estabelecimentos não classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3511-5/01,Geração de energia elétrica,BAIXO RISCO,Regra 1,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3511-5/02,Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3512-3/00,Transmissão de energia elétrica,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3513-1/00,Comércio atacadista de energia elétrica,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3514-0/00,Distribuição de energia elétrica,MÉDIO RISCO,Regras 54 e 55,07.11.01,"Gestão e administração de serviços públicos, concessionárias de serviços públicos, cartórios",nR2-11 (Qualquer área),nR2-11,Q,-,Q,-,-,6.00,Estabelecimentos não Classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3514-0/00,Distribuição de energia elétrica,MÉDIO RISCO,Regras 54 e 55,08.01.11,Central Elétrica,nR4-01,nR4-01,Q,-,Q,-,-,6.00,Estabelecimentos não Classificados nos Códigos 3.00 a 5.01,VALIDAÇÃO
3514-0/00,Distribuição de energia elétrica,BAIXO RISCO,Regras 54 e 55,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3520-4/01,Produção de gás; processamento de gás natural,ALTO,Regra 5,09.17.06,Fabricação de gás,ID3-17,ID3-17,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3520-4/01,Produção de gás; processamento de gás natural,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3520-4/02,Distribuição de combustíveis gasosos por redes urbanas,ALTO,Regra 49,09.17.10,Outras formas de produção de derivados de petróleo,ID3-17,ID3-17,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3520-4/02,Distribuição de combustíveis gasosos por redes urbanas,ALTO,Regra 49,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3530-1/00,"Produção e distribuição de vapor, água quente e ar condicionado",ALTO,Regra 49,09.10.07,Fabricação de outros equipamentos e aparelhos elétricos,ID3-10,ID3-10,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3530-1/00,"Produção e distribuição de vapor, água quente e ar condicionado",ALTO,Regra 49,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3600-6/01,"Captação, tratamento e distribuição de água",A SER DEFINIDO PELA CNLU,Regra 5,08.02.01,Estação de tratamento de água,nR4-02,nR4-02,Q,-,Q,-,,6.00,Estabelecimentos não Classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3600-6/01,"Captação, tratamento e distribuição de água",BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",,,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3600-6/02,Distribuição de água por caminhões,ALTO,Regra 49,07.08.02,Central de armazenamento e distribuição de mercadoria e cargas em geral,nR1-08 (até 500) ; nR2-08 (de 501 a 5000) ; nR3-08 (acima de 5000),nR1-08,"500,00",nR2-08,5000,nR3-08,"5000,01",1.17,Estabelecimentos de Transportes e afins,VALIDAÇÃO
3600-6/02,Distribuição de água por caminhões,ALTO,Regra 49,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3701-1/00,Gestão de redes de esgoto,MÉDIO RISCO,Regra 1,07.11.01,"Gestão e administração de serviços públicos, concessionárias de serviços públicos, cartórios",nR2-11 (Qualquer área),nR2-11,Q,-,Q,-,-,6.00,Estabelecimentos não Classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3701-1/00,Gestão de redes de esgoto,A SER DEFINIDO PELA CNLU,Regra 1,08.02.05,Estação de tratamento de esgoto,nR4-02,nR4-02,Q,-,Q,-,-,6.00,Estabelecimentos não Classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3701-1/00,Gestão de redes de esgoto,BAIXO RISCO,Regra 1,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3702-9/00,"Atividades relacionadas a esgoto, exceto a gestão de redes",MÉDIO RISCO,Regra 23,08.02.05,Estação de tratamento de esgoto,nR4-02,nR4-02,Q,-,Q,-,-,6.00,Estabelecimentos não Classificados nos Códigos 3.00 a 5.00,VALIDAÇÃO
3702-9/00,"Atividades relacionadas a esgoto, exceto a gestão de redes",MÉDIO RISCO,Regra 23,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3811-4/00,Coleta de resíduos não-perigosos,MÉDIO RISCO,Regra 23,07.08.02,Central de armazenamento e distribuição de mercadoria e cargas em geral,nR1-08 (até 500) ; nR2-08 (de 501 a 5000) ; nR3-08 (acima de 5000),nR1-08,"500,00",nR2-08,"5000,00",nR3-08,"5000,01",1.17,Estabelecimentos de Transportes e afins,VALIDAÇÃO
3811-4/00,Coleta de resíduos não-perigosos,MÉDIO RISCO,Regra 23,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3812-2/00,Coleta de resíduos perigosos,ALTO,Regra 49,07.08.02,Central de armazenamento e distribuição de mercadoria e cargas em geral,nR1-08 (até 500) ; nR2-08 (de 501 a 5000) ; nR3-08 (acima de 5000),nR1-08,"500,00",nR2-08,5000,nR3-08,"5000,01",1.17,Estabelecimentos de Transportes e afins,VALIDAÇÃO
3812-2/00,Coleta de resíduos perigosos,ALTO,Regra 49,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3821-1/00,Tratamento e disposição de resíduos não-perigosos,MÉDIO RISCO,Regra 23,08.03.05,Usina de tratamento de resíduos não inertes,nR4-03,nR4-03,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3821-1/00,Tratamento e disposição de resíduos não-perigosos,MÉDIO RISCO,Regra 23,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3822-0/00,Tratamento e disposição de resíduos perigosos,ALTO,Regra 49,08.03.05,Usina de tratamento de resíduos não inertes,nR4-03,nR4-03,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3822-0/00,Tratamento e disposição de resíduos perigosos,ALTO,Regra 49,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3831-9/01,Recuperação de sucatas de alumínio,ALTO,Regra 1,09.13.08,Reciclagem de sucatas metálicas,ID3-13 (subgrupo 1),ID3-13 (subgrupo 1),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3831-9/01,Recuperação de sucatas de alumínio,MÉDIO RISCO,Regra 1,07.09.14,"Serviços de soldagem, serralheria, funilaria e tornearia, manutenção e reparação de artefatos de metal, serviços de tratamento termoquímico (cobreagem, cromagem, douração, etc)",nR2-09 (Qualquer área),nR2-09,Q,-,Q,-,,1.18,Estabelecimentos não Classificados nos Itens 1.01 a 1.17,VALIDAÇÃO
3831-9/01,Recuperação de sucatas de alumínio,BAIXO RISCO,Regra 1,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",ALTO,Regra 47,09.13.08,Reciclagem de sucatas metálicas,ID3-13 (subgrupo 1),ID3-13 (subgrupo 1),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",ALTO,Regra 47,07.09.14,"Serviços de soldagem, serralheria, funilaria e tornearia, manutenção e reparação de artefatos de metal, serviços de tratamento termoquímico (cobreagem, cromagem, douração, etc)",nR2-09 (Qualquer área),nR2-09,Q,-,Q,-,,1.18,Estabelecimentos não Classificados nos Itens 1.01 a 1.17,VALIDAÇÃO
3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",ALTO,Regra 47,07.09.16,Serviço de desmanche,nR2-09 (Qualquer área),nR2-09,Q,-,Q,-,,1.18,Estabelecimentos não Classificados nos Itens 1.01 a 1.17,VALIDAÇÃO
3831-9/99,"Recuperação de materiais metálicos, exceto alumínio",ALTO,Regra 47,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3832-7/00,Recuperação de materiais plásticos,ALTO,Regra 47,09.14.07,Reciclagem de sucatas não metálicas,ID3-14 (subgrupo 1),ID3-14 (subgrupo 1),Q,-,Q,-,-,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3832-7/00,Recuperação de materiais plásticos,ALTO,Regra 47,07.09.17,"Outros serviços técnicos de confecção, manutenção e reparação não classificados",nR1-09 (Até 350) ; nR2-09 (Acima de 350),nR1-09,"350,00",nR2-09,"350,01",,,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
3832-7/00,Recuperação de materiais plásticos,ALTO,Regra 47,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3839-4/01,Usinas de compostagem,ALTO,Regra 5,09.19.05,Fabricação de outros produtos químicos orgânicos,ID3-19 (subgrupo 1),ID3-19 (subgrupo 1),Q,-,Q,-,-,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3839-4/01,Usinas de compostagem,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3839-4/99,Recuperação de materiais não especificados anteriormente,ALTO,Regra 47,09.14.07,Reciclagem de sucatas não metálicas,ID3-14 (subgrupo 1),ID3-14 (subgrupo 1),Q,-,Q,-,-,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3839-4/99,Recuperação de materiais não especificados anteriormente,ALTO,Regra 47,09.14.01,"Beneficiamento e aparelhamento de artigos de vidro, cristal e vidro refratário",ID1-14,ID1-14,Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3839-4/99,Recuperação de materiais não especificados anteriormente,ALTO,Regra 47,09.03.03,Regeneração de borracha,ID3-03 (subgrupo 2),ID3-03 (subgrupo 2),Q,-,Q,-,,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3839-4/99,Recuperação de materiais não especificados anteriormente,ALTO,Regra 47,07.09.08,"Cantaria, marmoaria, carpintaria, marcenaria, vidraçaria e serraria",nR2-09 (Qualquer área),nR2-09,Q,-,Q,-,-,1.18,Estabelecimentos não classificados nos  Itens 1.01 a 1.17,VALIDAÇÃO
3839-4/99,Recuperação de materiais não especificados anteriormente,ALTO,Regra 47,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
3900-5/00,Descontaminação e outros serviços de gestão de resíduos,A SER DEFINIDO PELA CNLU,Regra 5,08.03.05,Usina de tratamento de resíduos não inertes,nR4-03,nR4-03,Q,-,Q,-,-,3.00,Estabelecimentos Industriais,VALIDAÇÃO
3900-5/00,Descontaminação e outros serviços de gestão de resíduos,BAIXO RISCO,Regra 5,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4110-7/00,Incorporação de empreendimentos imobiliários,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4120-4/00,Construção de edifícios,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4211-1/01,Construção de rodovias e ferrovias,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4211-1/02,Pintura para sinalização em pistas rodoviárias e aeroportos,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4212-0/00,Construção de obras-de-arte especiais,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4213-8/00,"Obras de urbanização - ruas, praças e calçadas",BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4221-9/01,Construção de barragens e represas para geração de energia elétrica,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
4221-9/02,Construção de estações e redes de distribuição de energia elétrica,BAIXO RISCO,Regra 10,07.12.13,"Escritório (inclusive virtual), sede de empresa, grupo de salas, centro empresarial",nR1-12 (até 1250) ;  nR2-12 (acima de 1250),nR1-12,"1250,00",nR2-12,"1250,01",-,-,1.01,"Administração, Organização e Planejamento",VALIDAÇÃO
