CNAE,Descrição do CNAE,Fator Multiplicador,Risco,Há condicionante?,Condicionante,Pergunta relacionada à condicionante,Pergunta complementar (direcionadora),Autorizado para Escritório Virtual?,Autorizado para MEI?,Macroárea,Exige RT?,Exige PBA?,Documentação específica por CNAE,Base Legal documentação específica por CNAE
8610-1/02,ATIVIDADES DE ATENDIMENTO EM PRONTO SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGÊNCIAS: HOSPITAL DIA (POR LEITO),Sim,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8610-1/02,ATIVIDADES DE ATENDIMENTO EM PRONTO SOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGÊNCIAS: HOSPITAL PEQUENO PORTE (POR LEITO),Sim,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8621-6/01,UTI MÓVEL,Não,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8621-6/02,SERVIÇOS MÓVEIS DE ATENDIMENTO A URGÊNCIAS - EXCETO POR UTI MÓVEL,Não,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8622-4/00,"SERVIÇOS DE REMOÇÃO DE PACIENTES, EXCETO OS SERVIÇOS MÓVEIS DE ATENDIMENTO A URGÊNCIAS",Não,Médio,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8630-5/01,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE PROCEDIMENTOS CIÚRGICOS (POR CONSULTÓRIO),Sim,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8630-5/02,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE EXAMES COMPLEMENTARES (POR CONSULTÓRIO),Sim,Alto,Não,−,−,"Os exames complementares são realizados por Clínicas de Trânsito? Caso sim, selecionar o CNAE 8630-5/02 com a especificação de Clínica de Trânsito.",Sim,Não,Serviços de saúde,Sim,,,
8630-5/02,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE EXAMES COMPLEMENTARES: UNIDADE MÓVEL DE ASSISTÊNCIA DA SAÚDE (POR GABINETE),Sim,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8630-5/02,ATIVIDADE MÉDICA AMBULATORIAL COM RECURSOS PARA REALIZAÇÃO DE EXAMES COMPLEMENTARES:  CLÍNICA MÉDICA DE EXAME PSICOTÉCNICO,Não,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8630-5/03,ATIVIDADE MÉDICA AMBULATORIAL RESTRITA A CONSULTAS (POR CONSULTÓRIO),Sim,Médio,Sim,"Desde que não haja no exercício da atividade a realização de procedimentos invasivos. Caso haja, será considerado Alto Risco.",Haverá no exercício da atividade a realização de procedimentos invasivos?,−,Sim,Não,Serviços de saúde,Sim,,,
8630-5/04,ATIVIDADE ODONTOLÓGICA (POR CONSULTÓRIO),Sim,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8630-5/06,SERVIÇOS DE VACINAÇÃO E IMUNIZAÇÃO HUMANA,Não,Alto,Não,−,−,−,Não,Não,Serviços de saúde,Sim,,,
8630-5/99,ATIVIDADES DE ATENÇÃO AMBULATORIAL NÃO ESPECIFICADAS ANTERIORMENTE,Não,Médio,Sim,"Desde que não haja no exercício da atividade a realização de procedimentos invasivos. Caso haja, será considerado Alto Risco.",Haverá no exercício da atividade a realização de procedimentos invasivos?,−,Sim,Não,Serviços de saúde,Sim,,,
8640-2/01,LABORATÓRIOS DE ANATOMIA PATOLÓGICA E CITOLÓGICA,Não,Alto,Não,−,−,−,Não,Não,Serviços de saúde,Sim,,,
8640-2/02,LABORATÓRIOS CLÍNICOS,Não,Alto,Não,−,−,−,Não,Não,Serviços de saúde,Sim,,,
8640-2/02,LABORATÓRIOS CLÍNICOS: POSTO DE COLETA,Não,Alto,Não,−,−,−,Não,Não,Serviços de saúde,Sim,,,
8640-2/04,SERVIÇOS DE TOMOGRAFIA,Não,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8640-2/05,SERVIÇOS DE DIAGNÓSTICO POR IMAGEM COM USO DE RADIAÇÃO IONIZANTE - EXCETO TOMOGRAFIA: RADIOLOGIA MÉDICA (POR APARELHO),Sim,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8640-2/05,SERVIÇOS DE DIAGNÓSTICO POR IMAGEM COM USO DE RADIAÇÃO IONIZANTE - EXCETO TOMOGRAFIA: SERVIÇO DE RADIOLOGIA ODONTOLÓGICA (POR APARELHO),Sim,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8640-2/06,SERVIÇOS DE RESSONÂNCIA MAGNÉTICA,Não,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8640-2/07,"SERVIÇOS DE DIAGNÓSTICO POR IMAGEM, SEM USO DE RADIAÇÃO IONIZANTE - EXCETO RESSONÂNCIA MAGNÉTICA",Não,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8640-2/08,"SERVIÇOS DE DIAGNÓSTICO POR REGISTRO GRÁFICO - ECG, EEG E OUTROS EXAMES ANÁLOGOS",Não,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8640-2/09,SERVIÇOS DE DIAGNÓSTICO POR MÉTODOS ÓPTICOS - ENDOSCOPIA E OUTROS EXAMES ANÁLOGOS,Não,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8640-2/13,SERVIÇOS DE LITOTRIPSIA,Não,Alto,Não,−,−,−,Não,Não,Serviços de saúde,Sim,,,
8640-2/99,ATIVIDADES DE SERVIÇOS DE COMPLEMENTAÇÃO DIAGNÓSTICA E TERAPÊUTICA NÃO ESPECIFICADAS ANTERIORMENTE,Não,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8650-0/01,ATIVIDADES DE ENFERMAGEM,Não,Médio,Sim,"Desde que não haja no exercício da atividade a realização de procedimentos invasivos. Caso haja, será considerado Alto Risco.",Haverá no exercício da atividade a realização de procedimentos invasivos?,−,Sim,Não,Serviços de saúde,Sim,,,
8650-0/02,ATIVIDADES DE PROFISSIONAIS DA NUTRIÇÃO (POR CONSULTÓRIO),Sim,Baixo,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8650-0/03,ATIVIDADES DE PSICOLOGIA E PSICANÁLISE: ATIVIDADES DE PSICOLOGIA E PSICANÁLISE (POR CONSULTÓRIO),Sim,Baixo,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8650-0/04,ATIVIDADES DE FISIOTERAPIA (POR CONSULTÓRIO),Sim,Baixo,Sim,"Desde que não haja no exercício da atividade a realização de procedimentos invasivos. Caso haja, será considerado Alto Risco.",Haverá no exercício da atividade a realização de procedimentos invasivos?,−,Sim,Não,Serviços de saúde,Sim,,,
8650-0/05,ATIVIDADES DE TERAPIA OCUPACIONAL (POR CONSULTÓRIO),Sim,Baixo,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8650-0/06,ATIVIDADES DE FONOAUDIOLOGIA,Não,Baixo,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8650-0/99,ATIVIDADES DE PROFISSIONAIS DA ÁREA DE SAÚDE NÃO ESPECIFICADAS ANTERIORMENTE,Não,Médio,Sim,"Desde que não haja no exercício da atividade a realização de procedimentos invasivos. Caso haja, será considerado Alto Risco.",Haverá no exercício da atividade a realização de procedimentos invasivos?,−,Sim,Não,Serviços de saúde,Sim,,,
8660-7/00,ATIVIDADES DE APOIO À GESTÃO DE SAÚDE,Não,Baixo,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8690-9/01,ATIVIDADES PRÁTICAS INTEGRATIVAS E COMPLEMENTARES EM SAÚDE HUMANA,Não,Baixo,Não,−,−,−,Sim,Não,Serviços de saúde,Não,,,
8690-9/03,ATIVIDADES DE ACUPUNTURA (POR CONSULTÓRIO),Sim,Médio,Não,−,−,−,Sim,Não,Serviços de saúde,Não,,,
8690-9/04,ATIVIDADES DE PODOLOGIA,Não,Médio,Não,−,−,−,Sim,Não,Serviços de saúde,Não,,,
8690-9/99,OUTRAS ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA NÃO ESPECIFICADAS ANTERIORMENTE,Não,Médio,Sim,−,−,Haverá no exercício da atividade a realização de procedimentos invasivos?,Sim,Não,Serviços de saúde,"Sim, caso seja Alto Risco",,,
8711-5/01,CLÍNICAS E RESIDÊNCIAS GERIÁTRICAS,Não,Alto,Não,−,−,−,Não,Não,Serviços de saúde,Sim,,,
8711-5/02,INSTITUIÇÕES DE LONGA PERMANÊNCIA PARA IDOSOS,Não,Alto,Não,−,−,−,Não,Não,Interesse da saúde,Sim,,,
8711-5/03,"ATIVIDADES DE ASSISTÊNCIA A DEFICIENTES FÍSICOS, IMUNODEPRIMIDOS E CONVALESCENTES",Não,Alto,Não,−,−,−,Não,Não,Interesse da saúde,Sim,,,
8711-5/04,CENTROS DE APOIO A PACIENTES COM CÂNCER E COM AIDS,Não,Médio,Não,−,−,−,Não,Não,Serviços de saúde,Sim,,,
8711-5/05,CONDOMÍNIOS RESIDENCIAIS PARA IDOSOS,Não,Médio,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
8712-3/00,ATIVIDADES DE FORNECIMENTO DE INFRAESTRUTURA DE APOIO E ASSISTÊNCIA A PACIENTE NO DOMICÍLIO,Não,Alto,Não,−,−,−,Sim,SIM,Serviços de saúde,Sim,,,
8720-4/01,ATIVIDADES DE CENTROS DE ASSITÊNCIA PSICOSSOCIAL,Não,Médio,Não,−,−,−,Não,Não,Interesse da saúde,Sim,,,
8720-4/99,"ATIVIDADES DE ASSISTÊNCIA PSICOSSOCIAL E À SAÚDE A PORTADORES DE DISTÚRBIOS PSÍQUICOS, DEFICIÊNCIA MENTAL E DEPENDÊNCIA QUÍMICA NÃO ESPECIFICADAS ANTERIORMENTE",Não,Alto,Não,−,−,−,Sim,Não,Serviços de saúde,Sim,,,
8730-1/01,ORFANATOS,Não,Alto,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
8730-1/02,ALBERGUES ASSISTENCIAIS,Não,Médio,Não,−,,−,Não,Não,Interesse da saúde,Não,,,
8730-1/99,ATIVIDADES DE ASSISTÊNCIA SOCIAL PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES NÃO ESPECIFICADAS ANTERIORMENTE,Não,Alto,Não,-,-,−,Não,Não,Interesse da saúde,Não,,,
8800-6/00,SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO,Não,Médio,Não,−,−,−,Sim,Não,Interesse da saúde,Não,,,
9001-9/01,PRODUÇÃO TEATRAL,Não,Baixo,Não,−,−,−,Sim,Sim,Interesse da saúde,Não,,,
9001-9/02,PRODUÇÃO MUSICAL,Não,Baixo,Não,−,−,−,Sim,Sim,Interesse da saúde,Não,,,
9001-9/03,PRODUÇÃO DE ESPETÁCULOS DE DANÇA,Não,Baixo,Não,−,−,−,Sim,Não,Interesse da saúde,Não,,,
9001-9/04,"PRODUÇÃO DE ESPETÁCULOS CIRCENSES, DE MARIONETES E SIMILARES",Não,Baixo,Não,−,−,−,Sim,Não,Interesse da saúde,Não,,,
9003-5/00,"GESTÃO DE ESPAÇOS PARA ARTES CÊNICAS, ESPETÁCULOS E OUTRAS ATIVIDADES ARTÍSTICAS",Não,Médio,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9311-5/00,GESTÃO DE INSTALAÇÕES DE ESPORTES,Não,Médio,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9312-3/00,CLUBES SOCIAIS DESPORTIVOS E SIMILARES,Não,Médio,Não,−,−,"Possui serviço médico, academia de ginástica?",Não,Não,Interesse da saúde,Não,,,
9313-1/00,ATIVIDADES DE CONDICIONAMENTO FÍSICO,Não,Médio,Não,−,−,−,Sim,Não,Interesse da saúde,Sim,,,
9319-1/01,PRODUÇÃO E PROMOÇÃO DE EVENTOS ESPORTIVOS,Não,Baixo,Não,−,−,−,Sim,Não,Interesse da saúde,Não,,,
9321-2/00,PARQUES DE DIVERSÃO E PARQUES TEMÁTICOS,Não,Médio,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9329-8/01,"DISCOTECAS, DANCETERIAS, SALÕES DE DANÇA E SIMILARES",Não,Baixo,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9329-8/02,EXPLORAÇÃO DE BOLICHES,Não,Baixo,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9329-8/03,"EXPLORAÇÃO DE JOGOS DE SINUCA, BILHAR E SIMILARES",Não,Baixo,Não,−,−,−,Não,Sim,Interesse da saúde,Não,,,
9329-8/04,EXPLORAÇÃO DE JOGOS ELETRÔNICOS RECREATIVOS,Não,Baixo,Não,−,−,−,Não,Sim,Interesse da saúde,Não,,,
9491-0/00,ATIVIDADES DE ORGANIZAÇÕES RELIGIOSAS OU FILOSÓFICAS,Não,Baixo,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9601-7/01,LAVANDERIAS,Não,Médio,Sim,"Desde que o exercício da atividade não compreenda lavanderia, autônoma e independente de outro estabelecimento, que processa roupa hospitalar. Caso compreenda, será considerado Alto Risco.","O exercício da atividade compreenderá lavanderia, autônoma e independente de outro estabelecimento, que processa roupa hospitalar?",−,Não,Sim,Interesse da saúde,"Sim, caso seja Alto Risco",,,
9601-7/03,TOALHEIROS,Não,Médio,Sim,"Desde que o exercício da atividade não compreenda lavanderia, autônoma e independente de outro estabelecimento, que processa roupa hospitalar. Caso compreenda, será considerado Alto Risco.","O exercício da atividade compreenderá lavanderia, autônoma e independente de outro estabelecimento, que processa roupa hospitalar?",−,Não,Sim,Interesse da saúde,"Sim, caso seja Alto Risco",,,
9602-5/01,"CABELEIREIROS, MANICURE E PEDICURE: BARBEARIA",Não,Médio,Não,−,−,−,Sim,Sim,Interesse da saúde,Não,,,
9602-5/01,"CABELEIREIROS,MANICURE E PEDICURE: SALÃO DE BELEZA",Não,Médio,Não,−,−,−,Sim,Sim,Interesse da saúde,Não,,,
9602-5/02,ATIVIDADES DE ESTÉTICA E OUTROS SERVIÇOS DE CUIDADOS COM A BELEZA,Não,Médio,Não,−,−,"Haverá no exercício da atividade a realização de procedimentos invasivos? Caso sim, deverá ser incluído o código CNAE referente ao
profissional de nível superior com formação na área de saúde.",Sim,Sim,Interesse da saúde,Não,,,
9603-3/01,GESTÃO DE MANUTENÇÃO DE CEMITÉRIOS (POR SALA),Sim,Médio,Não,−,−,−,Não,Não,Interesse da saúde,Sim,,,
9603-3/02,SERVIÇOS DE CREMAÇÃO,Não,Médio,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9603-3/03,SERVIÇOS DE SEPULTAMENTO,Não,Médio,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9603-3/04,SERVIÇOS DE FUNERÁRIAS,Não,Médio,Não,−,−,−,Não,SIM,Interesse da saúde,Não,,,
9603-3/05,SERVIÇOS DE SOMATOCONSERVAÇÃO,Não,Alto,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9603-3/99,ATIVIDADES FUNERÁRIAS E SERVIÇOS RELACIONADOS NÃO ESPECIFICADOS ANTERIORMENTE,Não,Médio,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9609-2/05,ATIVIDADES DE SAUNA E BANHOS,Não,Médio,Não,−,−,−,Não,Não,Interesse da saúde,Não,,,
9609-2/06,SERVIÇOS DE TATUAGEM E COLOCAÇÃO DE PIERCING,Não,Alto,Não,−,−,−,Não,Sim,Interesse da saúde,Não,,,
9609-2/07,ALOJAMENTO DE ANIMAIS DOMÉSTICOS (POR BOX),Sim,Médio,Não,−,−,−,Não,Sim,Interesse da saúde,Não,,,
9609-2/08,HIGIENE E EMBELEZAMENTO DE ANIMAIS DOMÉSTICOS,Não,Baixo,Não,−,−,−,Não,Sim,Interesse da saúde,Não,,,
9609-2/99,OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS NÃO ESPECIFICADAS ANTERIORMENTE,Não,Médio,Sim,"Desde que não haja no exercício da atividade a perfuração de lóbulo auricular. Caso haja, será considerado Alto Risco.",Haverá no exercício da atividade a perfuração de lóbulo auricular?,"Haverá no exercício da atividade a realização de procedimentos invasivos?
Oferece serviços de saúde?",Sim,Sim,Interesse da saúde,Não,,,
